UID,Discipline,Title,Keywords,Language,RVK,Length_RVK
154171,Technisches Management / Logistik,Durchlaufzeitenreduzierung im Projektgeschäft am Beispiel eines Moduls aus der Luft- und Raumfahrtbranche,Durchlaufzeit|Luft- und Raumfahrtindustrie|Hochschulschrift|Durchlaufzeit|Luft- und Raumfahrtindustrie,de,QP 500,3
186386,Telematik,Konzeption und prototypische Implementierung einer Echtzeit-Visualisierung von Verkehrsdaten aus Twitter sowie deren statistische Auswertung,Verkehr|Datenbank|Statistik|Analyse|Hochschulschrift|Verkehr|Datenbank|Statistik|Analyse,de,ST 230,3
186388,Physikalische Technik,Untersuchung von Trennungskriterien zur Erfassung der Heterogenität von Baustoffen mittels LIBS,Baustoff|Laserinduzierte Breakdown-Spektroskopie|Hochschulschrift|Baustoff|Laserinduzierte Breakdown-Spektroskopie,de,ZL 3000,4
39191,Verfahrenstechnik,Aufbau und Betrieb einer Testapparatur zum Leistungstest von vollverschweißten Plattenwärmeübertragern,Wärmeübertragung|Plattenwärmeaustauscher|Versuchsanlage|Messtechnik|Hochschulschrift|Wärmeübertragung|Plattenwärmeaustauscher|Versuchsanlage|Messtechnik,de,ZL 3000,4
154172,Photonik,Experimentelle Untersuchungen zum laserstrahlbasierten Abisolieren und Schweißen von Kupferlackdrähten,Laserschweißen|Kupferdraht|Hochschulschrift|Laserschweißen|Kupferdraht,de,ZN 6280,4
264946,Business Management,Nachhaltigkeit als möglicher Einflussfaktor auf Investitionsentscheidungen kleiner und mittlerer Unternehmen: eine Interviewstudie,Nachhaltigkeit|Investitionsentscheidung|Unternehmen|Hochschulschrift|Nachhaltigkeit|Investitionsentscheidung|Unternehmen,de,QP 120,3
186390,Telematik,Entwicklung eines eingebetteten Systems zur Vermeidung von Kollisionen für autonom agierende Fluggeräte mittels LiDAR Abstandssensor und MAVLink Protokoll,Flugmaschine|Abstandsmessung|Hochschulschrift|Flugmaschine|Abstandsmessung,de,ST 230,3
264950,Wirtschaftsinformatik,Die Gestaltung eines Co-Workingspaces als Dienstleistungsangebot in der Mobilitätsbranche am Beispiel von everyworks,Dienstleistung|Mobilitätsplattform|Hochschulschrift|Dienstleistung|Mobilitätsplattform,de,QH 500,3
36821,Betriebswirtschaft,Einfluss der Markenqualität von Automobilherstellern auf die Kaufentscheidung von Key-Accounts,Kraftfahrzeugindustrie|Markenimage|Kundengruppenmanagement|Hochschulschrift|Kraftfahrzeugindustrie|Markenimage|Kundengruppenmanagement,de,QP 120,3
245732,Wirtschaft / Recht,Die Prüfung der Entgeltgleichheit nach dem neuen Entgelttransparenzgesetz (EntgTransG),Deutschland: Entgelttransparenzgesetz|Gleichberechtigung|Hochschulschrift|Gleichberechtigung|Deutschland: Entgelttransparenzgesetz 2017,de,PN 216,3
29885,Wirtschaftsinformatik,Kostenkalkulation des Digitaldrucks und ihre softwaremässige Realisierung,Digitales Drucksystem|Software|Kostenberechnung|Hochschulschrift|Digitales Drucksystem|Software|Kostenberechnung,de,QH 500,3
121788,Wirtschaft / Recht,Honorararztverträge - Segen oder Fluch für das deutsche Arbeits- und Sozialsystem?,Honorararzt|Gesundheitsrecht|Deutschland|Hochschulschrift|Deutschland|Honorararzt|Gesundheitsrecht,de,PN 216,3
250546,Telematik,Erstellen einer Augmented Reality Anwendung zur Planung von verfahrenstechnischen Anlagen,Erweiterte Realität (Informatik)|Anlagenplanung|Hochschulschrift|Erweiterte Realität (Informatik)|Anlagenplanung,de,ST 230,3
245217,Business Management,Auswirkungen der Digitalisierung auf die Hauptprozesse des Controllings am Beispiel der ZF Getriebe Brandenburg GmbH,Digitalisierung|Controlling|Industrie 4.0|Hochschulschrift|Digitalisierung|Controlling|Industrie 4.0 ca. Ende 20. Jahrhundert,de,QP 120,3
33425,Betriebswirtschaft,Preisfindung in der Glas-/Gebäudereinigung durch die Analyse der heutigen Marktsituation und dem Angebot als komplexer Dienstleister,Gebäudereinigung|Marktanalyse|Hochschulschrift|Gebäudereinigung|Marktanalyse,de,QP 120,3
61739,Wirtschaftsingenieurwesen,Analyse und Bewertung von Maßnahmen und Investitionen zur Verbesserung der Netzqualität in einer pharmazeutischen Produktionsstätte,Pharmazeutische Industrie|Energieversorgung|Energieversorgungsnetz|Netzrückwirkung|Hochschulschrift|Pharmazeutische Industrie|Energieversorgung|Energieversorgungsnetz|Netzrückwirkung,de,QP 500,3
149687,Verwaltung / Recht,Leitfaden zur Vermeidung und Bewältigung von Konfliktsituationen für Führungskräfte in der öffentlichen Verwaltung,Konfliktanalyse|Konfliktlösung|Verwaltung|Hochschulschrift|Konfliktanalyse|Konfliktlösung|Verwaltung,de,PN 216,3
250552,Wirtschaftsingenieurwesen,"Implementierung der Qualitätsmethode ""Design for Six Sigma"" zur Qualitätssicherung des Verfahrens FibreTec 3D",Implementation|Qualitätssicherung|Hochschulschrift|Implementation|Qualitätssicherung,de,QP 500,3
250554,Telematik,"Entwicklung, Evaluation und Integration von Verfahren zur optimierten Nutzung von automatischer Spracherkennung in Robotikanwendungen",Entwicklung|Erfolgskontrolle|Automatische Spracherkennung|Hochschulschrift|Entwicklung|Erfolgskontrolle|Automatische Spracherkennung,de,ST 230,3
61741,Luftfahrttechnik / Luftfahrtlogistik,Ausarbeitung der Strukturierung eines Instandhaltungsbetriebshandbuches für einen Instandhaltungsbetrieb gemäß dem EASA Part 145 mit Zweitzulassung nach FAA 14CFR 145 unter Berücksichtigung des BASA/MIP Abkommens,Hochschulschrift,de,ZO 7202,4
250557,Physikalische Technologien / Energiesysteme,Kapazität einer mit Protonen bestrahlten Silizium Diode und Entwicklung einer Temperaturregelung für Messaufbauten,PID-Regler|Temperaturregelung|Hochschulschrift|PID-Regler|Temperaturregelung,de,ZL 3000,4
47168,Wirtschaft / Recht,Erfolgskriterien von Senioreneinrichtungen : eine Analyse von Wohnstiften,Hochschulschrift,de,PN 216,3
264965,Wirtschaftsinformatik,Vergleich der steuerlichen Förderung von privat und betrieblich genutzten Personenkraftwagen mit Elektroantrieb,Personenkraftwagen|Elektroantrieb|Hochschulschrift|Personenkraftwagen|Elektroantrieb,de,QH 500,3
24437,Betriebswirtschaft,Untersuchung zur Gestaltung des Qualitätscontrollings in einem Instandsetzungsunternehmen der Verkehrstechnik,Qualitätsmanagement|Controlling|Analyse|Hochschulschrift|Qualitätsmanagement|Controlling|Analyse,de,QP 120,3
54197,Maschinenbau,Entwicklung modularer Komponenten für eine Schwingungsunterstütze Bohreinheit zur funkenerosiven Herstellung von Mikrobohrungen,Bohrer|Mikromechanik|Elektroerosion|Schwingungsanregung|Hochschulschrift|Bohrer|Mikromechanik|Elektroerosion|Schwingungsanregung,de,ZL 3000,4
150251,Betriebswirtschaft,"Untersuchung von Führungsstilen am Beispiel von Pflegedienstleitern, Pflegedienstleiterinnen in Altenpflegeheimen",Führungstechnik|Motivation|Hochschulschrift|Führungstechnik|Motivation,de,QP 120,3
147373,Wirtschaftsingenieurwesen,Untersuchung eines mathematischen Modells zur Zeitbestimmung für den Arbeitsgang Kontrolle (Koordinatenmessgerät) in einem Unternehmen des Werkzeugmaschinenbaus,Qualitätskontrolle|Hochschulschrift|Qualitätskontrolle,de,QP 500,3
43023,Wirtschaftsinformatik,Bankschnittstellen zum Dateitransfer,Hochschulschrift,de,QH 500,3
40881,Wirtschaft / Recht,Grundlagen sowie Umsetzung des Contract Management am Beispiel der MTU Maintenance Berlin-Brandenburg GmbH,Hochschulschrift,de,PN 216,3
149701,Photonik,Erhöhung der Leistungsdichte eines Hochleistungs-Diodenlaser-Barren durch externen Resonator,Halbleiterlaser|Hochschulschrift|Halbleiterlaser,de,ZN 6280,4
29468,Verwaltung / Recht,Sozialwissenschaftliche Aspekte der ökologischen Krise : [Umweltbewusstsein-Umweltverhalten der Stadt Frankfurt (Oder)],Umweltbewusstsein|Gemeindeverwaltung|Umweltpolitik|Hochschulschrift|Umweltbewusstsein|Gemeindeverwaltung|Umweltpolitik,de,PN 216,3
181783,Biosystemtechnik / Bioinformatik,Digitale Quantifizierung unterschiedlicher DNA-Amplifikationsreaktionen,DNS|Emulgator|Enzym|Stabilisator|Hochschulschrift|DNS|Emulgator|Enzym|Stabilisator,de,WF 9720,4
47169,Wirtschaft / Recht,Die Rolle der Frauen in der Wirtschaft,Hochschulschrift,de,PN 216,3
245232,Wirtschaftsinformatik,Analyse und Bewertung der potentiellen Einsatzmöglichkeiten von Künstlicher Intelligenz im Automobile Bereich für E/E Integration und Test,Künstliche Intelligenz|Kraftfahrzeugwirtschaft|Hochschulschrift|Künstliche Intelligenz|Kraftfahrzeugwirtschaft,de,QH 500,3
149703,Wirtschaft / Recht,Die Auswirkungen der Mitarbeiterführung auf den Unternehmenserfolg,Arbeitsmotivation|Führungstechnik|Hochschulschrift|Arbeitsmotivation|Führungstechnik,de,PN 216,3
50318,Wirtschaft / Recht,Change Management : die Umwandlung von Non-Profit- zu Profitorganisationen am Beispiel eines Krankenhauses,Change Management|Nonprofit-Organisation|Krankenhaus|Unternehmensform|Hochschulschrift|Change Management|Nonprofit-Organisation|Krankenhaus|Unternehmensform,de,PN 216,3
64195,Wirtschaftsingenieurwesen,Optimierung einer halbautomatischen Fertigungsanlage im Bezug auf Ausbringung und Kosten,Hochschulschrift,de,QP 500,3
133646,Betriebswirtschaft,Felddatenauswertung zur Verifizierung von vertraglichen Mängelhaftungsklauseln am Beispiel der Baureihe BR442 Talent 2,Schienenfahrzeugbau|Zuverlässigkeit|Recht|Mängelhaftung|Hochschulschrift|Schienenfahrzeugbau|Zuverlässigkeit|Recht|Mängelhaftung,de,QP 120,3
64199,Telematik,Erarbeitung eines generischen Prozesses zur Integration von Original Equipment Manufacturers (OEMs) und Zulieferern im Requirements Engineering sowie Entwurf und Implementierung von Szenarien des Datenaustausches in gemischten IT-Umgebungen,OEM|Requirements engineering|Datenaustausch|Lieferant|Hochschulschrift|OEM|Requirements engineering|Datenaustausch|Lieferant,de,ST 230,3
54199,Photonik,Entwicklung eines Messsystems zur Erfassung der Stärke von Fahrdrähten an Stangenstromabnehmern,Hochschulschrift,de,ZN 6280,4
154037,Biosystemtechnik / Bioinformatik,Entwicklung eines Prägewerkzeugs für die Einbringung von Mikrostrukturen auf die Oberflächen von Polymerschläuchen für die medizinische Anwendung,Prozessierung|Proteinbiosynthese|Katheter|Hochschulschrift|Prozessierung|Proteinbiosynthese|Katheter,de,WF 9720,4
154039,Logistik,Prozessanalysen mittels MTM-Verfahren in der Logistik bei Volkswagen Original Teile Logistik GmbH & Co. KG (OTLG),Methods Time Measurement|Hochschulschrift|Methods Time Measurement,de,QP 500,3
56359,Biosystemtechnik / Bioinformatik,RT-PCR Expressionsprofile humaner Leukozyten unter verschiedenen Kulturbedingungen,Hochschulschrift,de,WF 9720,4
129164,Verwaltung / Recht,Das Pflege-Neuausrichtungs-Gesetz Reform der Pflegeversicherung oder bloßer Ansatz?,Qualitätssicherung|Pflegebedürftigkeit|Hochschulschrift|Qualitätssicherung|Pflegebedürftigkeit,de,PN 216,3
51355,Logistik,Feinplanung und Optimierung des Gefahrstofflagers einer neuen Produktreihe eines Automobilherstellers - am Beispiel DaimlerChrysler Werk Ludwigsfelde,Hochschulschrift,de,QP 500,3
154041,Wirtschaftsinformatik,Konzeption und Prototyping einer Datenbanksoftware zur Optimierung des Qualitätsmanagementprozesses im IT-Bereich eines pharmazeutischen Unternehmens,Qualitätsmanagement|Datenbanksystem|Anforderungsdefinition|Hochschulschrift|Qualitätsmanagement|Datenbanksystem|Anforderungsdefinition,de,QH 500,3
40883,Verwaltung / Recht,Informationsrechte der Mitglieder des Landtages Brandenburg und Auswirkungen durch die Wahrnehmung dieser auf die Ministerialverwaltung des Landes Brandenburg am Beispiel ausgewählter Informationsrechte,Hochschulschrift,de,PN 216,3
150259,Betriebswirtschaft,Ökonomische Analyse der Distribution von Schmierstoffen,Logistik|Schmierstoff|Kostenvergleich|Hochschulschrift|Logistik|Schmierstoff|Kostenvergleich,de,QP 120,3
129165,Verwaltung / Recht,Untersuchungen zum Konzept der schulischen Inklusion sowie Chancen und Risiken bei der praktischen Umsetzung im Freistaat Sachsen,Behinderung|Integration|Hochschulschrift|Behinderung|Integration,de,PN 216,3
150260,Betriebswirtschaft,"Die Entwicklung einer tragfähigen Geschäftsidee - Konzepte und Vorgehensweisen, und ihre Anwendbarkeit und Weiterentwicklung in Bezug auf Gründungen aus der Arbeitslosigkeit im Land Brandenburg",Unternehmensgründung|Deutschland|Hochschulschrift|Unternehmensgründung|Deutschland,de,QP 120,3
134189,Telematik,Optimierung der weltweiten Datenübertragung von Pflanzen- und Umweltdaten mittels des Telemetrie-Systems der Firma ZIM Plant Technology GmbH,Reichweite|Hochschulschrift|Reichweite,de,ST 230,3
154046,Business Administration,Demotivation von Piloten: Eine Analyse möglicher Konfliktfelder,Berufsethik|Motivation|Kommerzialisierung|Unternehmenskultur|Hochschulschrift|Berufsethik|Motivation|Kommerzialisierung|Unternehmenskultur,de,QP 120,3
156207,Wirtschaft / Recht,Erfolgsfaktoren beim Crowdfunding als Finanzierungsinstrument für Filme & Bücherproduktion,Crowdfunding|Finanzinstrument|Film|Buchproduktion|Hochschulschrift|Crowdfunding|Finanzinstrument|Film|Buchproduktion,de,PN 216,3
36805,Betriebswirtschaft,Benchmarks für Geschäftsprozesse anhand eines Beispiels aus dem Versicherungsbereich,Prozessmanagement|Benchmark|Hochschulschrift|Prozessmanagement|Benchmark,de,QP 120,3
154051,Logistik,Implementierung eines Inventurverfahrens bei Bahlsen GmbH & Co. KG unter Anwendung eines SAP-Standardverfahrens,Inventur|Hochschulschrift|Inventur,de,QP 500,3
31261,Kunststofftechnik,Umgestaltung eines Spritzgußformteils für die Elektroindustrie und Spritzgußwerkzeugkonstruktion,Spritzgießen|Werkzeug|Konstruktion|Hochschulschrift|Spritzgießen|Werkzeug|Konstruktion,de,ZM 5200,4
101400,Betriebswirtschaft,Zeitarbeit in Deutschland : Ursachen und Folgen,Deutschland: Arbeitnehmerüberlassungsgesetz|Arbeitnehmerüberlassung|Deutschland|Niederlande|Hochschulschrift|Arbeitnehmerüberlassung|Deutschland: Arbeitnehmerüberlassungsgesetz 1972|Deutschland|Niederlande,de,QP 120,3
129168,Verwaltung / Recht,Der KombiBus in der Uckermark : Ein Modellprojekt zur Sicherung der Daseinsvorsorge in dünnbesiedelten ländlichen Räumen mit fortschreitender Bevölkerungsabnahme,Bevölkerungsentwicklung|Gemeindeverfassung|Brandenburg|Hochschulschrift|Brandenburg|Bevölkerungsentwicklung|Gemeindeverfassung,de,PN 216,3
156211,Wirtschaft / Recht,Die Auswirkungen des Gesetzes zur Regelung eines allgemeinen Mindestlohns (Mindestlohngesetz - MiLoG) am Beispiel der Hotel- und Gastronomiebranche in Sachsen,Mindestlohn|Gastgewerbe|Sachsen|Hochschulschrift|Mindestlohn|Gastgewerbe|Sachsen,de,PN 216,3
66119,Wirtschaftsingenieurwesen,Weiterentwicklung und Anpassung des Qualitätsmanagement-Systems an die aktualisierte Norm ISO 9001:2008 in Verbindung mit der Erarbeitung eines Konzepts zur Einführung eines Dokumentenmanagement-Sytems in einem KMU,ISO 9001: 2008|Klein- und Mittelbetrieb|Qualitätsmanagement|Dokumentenverwaltungssystem|Hochschulschrift|Klein- und Mittelbetrieb|Qualitätsmanagement|Dokumentenverwaltungssystem|ISO 9001: 2008,de,QP 500,3
156212,Wirtschaft / Recht,Ansätze zur Gestaltung internationaler Mitarbeitereinsätze unter Berücksichtigung steuer- und sozialversicherungsrechtlicher Aspekte,Management|Sozialversicherung|Personalpolitik|Steuerrecht|Hochschulschrift|Management|Sozialversicherung|Personalpolitik|Steuerrecht,de,PN 216,3
150265,Betriebswirtschaft,"Einführung eines betrieblichen Gesundheitsmanagements in der Berliner Volksbank : Analyse der Risiken, Chancen und Erarbeitung von Problemlösungen für das Unternehmen und seine Mitarbeiter",Berliner Volksbank|Betriebsärztlicher Dienst|Hochschulschrift|Betriebsärztlicher Dienst|Berliner Volksbank,de,QP 120,3
24440,Betriebswirtschaft,Marketingplan für die Einführung eines neuen Betriebssystems am Beispiel von BeOS von Be Systems,Betriebssystem|Marketingkonzept|Hochschulschrift|Betriebssystem|Marketingkonzept,de,QP 120,3
150266,Business Management,Crowdfunding ein neues Instrument zur Finanzierung von innovativen Unternehmen,Risikokapital|Hochschulschrift|Risikokapital,de,QP 120,3
43030,Betriebswirtschaft,Buchhaltungsservice - Franchise oder selbständiges Unternehmen? : ein alternativer Vergleich,Buchführung|Selbstständigkeit|Franchising|Hochschulschrift|Buchführung|Selbstständigkeit|Franchising,de,QP 120,3
39184,Verfahrenstechnik,Fermentations - Scale up und Entwicklung einer Fed - Batch Operationsweise für Paenibacillus pabuli.,Bacillus pabuli|Fermentation|Hochschulschrift|Bacillus pabuli|Fermentation,de,ZL 3000,4
149737,Wirtschaft / Recht,Die Besteuerung von Werbeeinnahmen bei Sportvereinen,Vereinsrecht|Vermögensverwaltung|Hochschulschrift|Vereinsrecht|Vermögensverwaltung,de,PN 216,3
149738,Wirtschaft / Recht,Datenbankgestützte Ermittlung von Verrechnungspreisen - eine problemorientierte Analyse,Unternehmen|Hochschulschrift|Unternehmen,de,PN 216,3
233100,Betriebswirtschaft,Die Auswirkungen des Bestellerprinzips in der Immobilienbranche,Wohnungsmarkt|Maklervertrag|Unternehmensgründung|Hochschulschrift|Wohnungsmarkt|Maklervertrag|Unternehmensgründung,de,QP 120,3
46157,Maschinenbau,"Analyse und Gegenüberstellung schleiftechnischer Fertigungsverfahren für den Kopplerkolben, einschließlich Wirtschaftlichkeits- und Prozessanalyse",Hochschulschrift,de,ZL 3000,4
233101,Betriebswirtschaft,"Erfolgsfaktoren für Start Ups : im Hinblick auf die ausgewählten Regionen Berlin-Brandenburg, Silicon Valley und Estland",Unternehmensgründung|Erfolgsfaktor|Standortfaktor (Wirtschaft)|Hochschulschrift|Unternehmensgründung|Erfolgsfaktor|Standortfaktor (Wirtschaft),de,QP 120,3
149739,Wirtschaft / Recht,Untersuchungen zu Feedbackgesprächen am Beispiel von Krankenrückkehrgesprächen,Unternehmen|Arbeitsmotivation|Wettbewerbsfähigkeit|Hochschulschrift|Unternehmen|Arbeitsmotivation|Wettbewerbsfähigkeit,de,PN 216,3
181814,Maschinenbau,Konzeptionierung einer Roboterkalibrierung mit einem GripLAB Messsystem,Daimler AG|Roboter|Kalibrieren (Messtechnik)|Messsystem|Hochschulschrift|Roboter|Kalibrieren (Messtechnik)|Messsystem|Daimler AG,de,ZL 3000,4
233102,Betriebswirtschaft,Digitalisierung des Bankgeschäfts : Probleme und Lösungswege unter besonderer Berücksichtigung der Blockchain-Technologie,Blockchain|Bankgeschäft|Digitalisierung|Bitcoin|Hochschulschrift|Blockchain|Bankgeschäft|Digitalisierung|Bitcoin,de,QP 120,3
149740,Wirtschaft / Recht,Gründungskonzept eines Unternehmens in der Hotelbranche,Finanzierung|Konkurrenzanalyse|Hochschulschrift|Finanzierung|Konkurrenzanalyse,de,PN 216,3
154074,Betriebswirtschaft,Optimierung der Prozesse im Beschwerdemanagement am Beispiel der Dresdner Verkehrsbetriebe AG,Prozessoptimierung|Reklamation|Öffentlicher Personennahverkehr|Verbraucherzufriedenheit|Hochschulschrift|Prozessoptimierung|Reklamation|Öffentlicher Personennahverkehr|Verbraucherzufriedenheit,de,QP 120,3
109655,Logistik,Potenziale der energiesparenden Fahrweise und praktische Anwendung bei einem regionalen Eisenbahnverkehrsunternehmen,Hochschulschrift,de,QP 500,3
129172,Verwaltung / Recht,Fusion der BTU Cottbus und Hochschule Lausitz (FH) - Notwendige Voraussetzungen zur Zielerreichung,Brandenburg|Hochschulschrift|Brandenburg,de,PN 216,3
51362,Maschinenbau,Ermittlung und Optimierung des mechanischen Verhaltens eines Gesamttriebwerkes anhand eines Balkenmodells,Flugtriebwerk|Luftstrahltriebwerk|Modellierung|Mechanische Eigenschaft|Hochschulschrift|Flugtriebwerk|Luftstrahltriebwerk|Modellierung|Mechanische Eigenschaft,de,ZL 3000,4
154075,Betriebswirtschaft,Bestandsupdates - eine Grundlage zur Optimierung wichtiger Bestandsprozesse im e-Commerce eines mittelständischen Unternehmens,Informationsmanagement|Electronic Commerce|Prozessoptimierung|Informationsverarbeitung|Hochschulschrift|Informationsmanagement|Electronic Commerce|Prozessoptimierung|Informationsverarbeitung,de,QP 120,3
39580,Wirtschaftsingenieurwesen,Methoden zur Erfolgskontrolle (Kosten- und Leistungskontrolle) bei Bauprojekten durch die Projektsteuerung unter Berücksichtigung verschiedener Vertragsformen,Projektsteuerung|Bauvorhaben|Erfolgskontrolle|Hochschulschrift|Projektsteuerung|Bauvorhaben|Erfolgskontrolle,de,QP 500,3
121769,Wirtschaft / Recht,PKW Maut in Deutschland : ein Ausblick auf mögliche Chancen und Risiken sowie Umsetzungsarten,Straßenbenutzungsgebühr|Implementation|Verkehrsregelung|Hochschulschrift|Straßenbenutzungsgebühr|Implementation|Verkehrsregelung,de,PN 216,3
109657,Logistik,Analyse und Bewertung von Supply Chain Management Kennzahlensystemen und Einführung bei Berliner Glas,Hochschulschrift,de,QP 500,3
32405,Kunststofftechnik,Überwachung einer Bandumspritzmaschine mit Hilfe eines Kamerasystems bezüglich fehlerhaft gespritzter Kunststoffteile sowie Abdrücken auf dem Kontaktband,Spritzgerät|Überwachung|Qualitätskontrolle|Hochschulschrift|Spritzgerät|Überwachung|Qualitätskontrolle,de,ZM 5200,4
121770,Wirtschaft / Recht,Der Atomausstieg in Deutschland : wann der geplante Ausstieg ökologisch und ökonomisch sinnvoll ist,Energieversorgung|Kernenergie|Umweltschutz|Energiepolitik|Hochschulschrift|Energieversorgung|Kernenergie|Umweltschutz|Energiepolitik,de,PN 216,3
181819,Wirtschaftsingenieurwesen,Ausarbeitung des Umbaukonzeptes für die Nockenwellenfertigung unter Berücksichtigung der geforderten Gesamtanlageneffektivität,Daimler AG|Nockenwelle|Fertigung|Gesamtanlageneffektivität|Hochschulschrift|Nockenwelle|Fertigung|Gesamtanlageneffektivität|Daimler AG,de,QP 500,3
255680,Technisches Management / Logistik,Die sich verändernde Rolle des Supply Chain Management während des Outsourcing Prozesses eines Technologieunternehmens,Management|Outsourcing|Hochschulschrift|Management|Outsourcing,de,QP 500,3
233109,Betriebswirtschaft,Frauen in Führungspositionen,Weibliche Führungskraft|Situationsanalyse|Einkommensdisparität|Internationaler Vergleich|Hochschulschrift|Weibliche Führungskraft|Situationsanalyse|Einkommensdisparität|Internationaler Vergleich,de,QP 120,3
46158,Wirtschaftsingenieurwesen,Realisierbarkeitsstudie zur Modifikation eines bestehenden Komponentencrashprüfstandes zur Umsetzung und Optimierung verschiedener Seitencrashszenarien,Hochschulschrift,de,QP 500,3
181821,Wirtschaftsingenieurwesen,Entwicklung eines standardisierten Vorgehensmodells zur Abwicklung von Projekten in einem mittelständischen Unternehmen unter Verwendung von ausgewählten Methoden und Werkzeugen des Projektmanagements,Vorgehensmodell|Unternehmen|Projektmanagement|Werkzeug|Hochschulschrift|Vorgehensmodell|Unternehmen|Projektmanagement|Werkzeug,de,QP 500,3
149748,Wirtschaft / Recht,Mobbing am Arbeitsplatz - welche Auswirkungen hat Mobbing auf Mensch und Unternehmen,Betriebsklima|Prävention|Hochschulschrift|Betriebsklima|Prävention,de,PN 216,3
61748,Luftfahrttechnik / Luftfahrtlogistik,Entwicklung eines Nutzungskonzepts für ein Software-gestütztes Safety Management System,Luftverkehr|Flugzeugunfall|Risikomanagement|Software|Hochschulschrift|Luftverkehr|Flugzeugunfall|Risikomanagement|Software,de,ZO 7202,4
54207,Logistik,Entwicklung innovativer Dienstleistungen für die Health Care Branche durch die Adaption von Best-Practice-Methoden aus drei ausgewählten Branchen,Gesundheitswesen|Krankenhaus|Prozessanalyse (Prozessmanagement)|Gap-Analyse|Hochschulschrift|Gesundheitswesen|Krankenhaus|Prozessanalyse 〈Prozessmanagement〉|Gap-Analyse,de,QP 500,3
29315,Wirtschaftsingenieurwesen,Aufzeigen ausgewählter logistischer Verbesserungspotentiale im Bereich der Beiz- und Glühanlage,Eisen- und Stahlindustrie|Fabrikplanung|Prozessoptimierung|PPS|Hochschulschrift|Eisen- und Stahlindustrie|Fabrikplanung|Prozessoptimierung|PPS,de,QP 500,3
49987,Physikalische Technik,Elektromechanische Charakterisierung von technischen Supraleitern bei kryogenen Temperaturen,Supraleiter|Tieftemperaturtechnik|Messtechnik|Hochschulschrift|Supraleiter|Tieftemperaturtechnik|Messtechnik,de,ZL 3000,4
109667,Logistik,Konzeption der neuen Funktion Lagerleitstand im Rahmen der SAP-Einführung im Logistikbereich der MTU Maintenance Berlin-Brandenburg GmbH,Hochschulschrift,de,QP 500,3
123916,Betriebswirtschaft,"Das Energieüberschusshaus, Technoligie und Innovation",Energiepreis|Innovation|Hochschulschrift|Energiepreis|Innovation,de,QP 120,3
154112,Telematik,Konzeption und Entwicklung einer Lösung zur Erzeugung von Point Clouds auf Grundlage der Bilder mehrere Kameras durch das Verfahren Structure from Motion,3D-Druck|Computergrafik|Hochschulschrift|3D-Druck|Computergrafik,de,ST 230,3
154119,Telematik,Humanoide Roboter als integrierte Assistenzsysteme in einer altersgerechten SmartHome Umgebung - Eruierung von Möglichkeiten und Risiken,Altenwohnung|Humanoider Roboter|AAL-Technik|Hochschulschrift|Altenwohnung|Humanoider Roboter|AAL-Technik,de,ST 230,3
245685,Wirtschaftsinformatik,Evaluierung von Nutzungsverhalten und Lizenzcompliance einer SAP Systemlandschaft und deren Darstellung über ein Management Dashboard,Enterprise-Resource-Planning|Digitalisierung|Hochschulschrift|Enterprise-Resource-Planning|Digitalisierung,de,QH 500,3
109670,Maschinenbau,"Konzeption des Seilwechselvorgangs und Entwurf dazugehöriger Komponenten für Einlenkerwippdrehkrane am Beispiel des ""ASRY 3""– Krans",Drehkran|Kranbau|Instandhaltung|Seiltrommel|Hochschulschrift|Drehkran|Kranbau|Instandhaltung|Seiltrommel,de,ZL 3000,4
154121,Photonik,Abscheiden und Charakterisieren von Graphen auf nicht leitenden Schichten,Legierung|Graphen|CVD-Verfahren|Hochschulschrift|Legierung|Graphen|CVD-Verfahren,de,ZN 6280,4
149752,Europäisches Management,Auwirkungen und Zukunftsprognosen der BER-Verschiebung am Beispiel der Air Berlin,Flughafen|Luftverkehrsgesellschaft|Hochschulschrift|Flughafen|Luftverkehrsgesellschaft,de,QP 120,3
181825,Wirtschaftsingenieurwesen,"Einsatz der intelligenten Fernüberwachung in der airkom Druckluft GmbH Wildau, entsprechend den Anforderungen von Industrie 4.0",Fernüberwachung|Industrie 4.0|Sensortechnik|Technologie|Hochschulschrift|Fernüberwachung|Industrie 4.0 ca. Ende 20. Jahrhundert|Sensortechnik|Technologie,de,QP 500,3
233113,Betriebswirtschaft,Kennzahlen im Krankenhaus-Controlling,Krankenhaus|Controlling|Betriebliche Kennzahl|Gesundheitswesen|Hochschulschrift|Krankenhaus|Controlling|Betriebliche Kennzahl|Gesundheitswesen,de,QP 120,3
17515,Betriebswirtschaft,Rationalisierungsmöglichkeiten in der Kundenbetreuung der Kreissparkasse Stendal,Kundenbetreuung|Rationalisierung|Hochschulschrift|Kundenbetreuung|Rationalisierung,de,QP 120,3
233114,Wirtschaftsinformatik,Experimenteller Vergleich und Evaluation einer React Native Applikation zu einer nativen IOS Applikation am Beispiel einer internen adesso mobile solutions GmbH Anwendung,Anwendungssoftware|Vergleich|Implementierung (Informatik)|Hochschulschrift|Anwendungssoftware|Vergleich|Implementierung 〈Informatik〉,de,QH 500,3
128998,Europäisches Management,Die Auswirkungen des geplanten EU-Indien Freihandelsabkommen,Wirtschaftspolitik|Außenhandel|Hochschulschrift|Wirtschaftspolitik|Außenhandel,de,QP 120,3
