text	uri
Photonik Hybride Ansteuerung eines digitalen LCoS-Displays als Phasenmodulator HOLOEYE Photonics AG (Berlin) Phasenmodulation Hochschulschrift Phasenmodulation HOLOEYE Photonics AG 〈Berlin〉	th-wildau:ZN6280
Wirtschaftsingenieurwesen Entwicklung eines rechnergestützen Analyse-Templates zur Absicherung der Materialverfügbarkeit von Ersatzteilen innerhalb von Instandhaltungsaufträgen Prozessoptimierung Instandhaltung Hochschulschrift Prozessoptimierung Instandhaltung	th-wildau:QP500
Verfahrenstechnik Einfluss der flüssigen Phase des organischen Lösemittels auf das Explosionsverhalten der Systeme Toluol-Sauerstoff und 3-Pentanon-Sauerstoff Lösungsmittel Explosivität Hochschulschrift Lösungsmittel Explosivität	th-wildau:ZL3000
Business Management Probleme und Lösungsansätze des Risiko- und Kontinuitätsmanagements - Energiewirtschaft in der Praxis Risikomanagement Energiewirtschaft Hochschulschrift Risikomanagement Energiewirtschaft	th-wildau:QP120
Maschinenbau Standardisierung von Torantrieben an Stemmtorschleusen Standardisierung Schleuse Hochschulschrift Standardisierung Schleuse	th-wildau:ZL3000
Verwaltung / Recht Untersuchungen zur historischen Entwicklung von Führungskompetenzen und -stilen im Zusammenhang mit den institutionellen Besonderheiten von Verwaltung, Politik und Wirtschaft Führungsstil Geschichte Hochschulschrift Führungsstil Geschichte	th-wildau:PN216
Betriebswirtschaft Wie zukunftsfähig ist der Eigenvertrieb der DB Vertrieb GmbH in Dänemark? : Chancen und Risiken in einem sich ändernden Marktumfeld Deutsche Bahn AG Vertrieb Dänemark Hochschulschrift Dänemark Deutsche Bahn AG Vertrieb	th-wildau:QP120
Luftfahrttechnik / Luftfahrtlogistik Entwicklung eines Lastenheftes zum Aufbau einer Recyclingkette für Zivilflugzeuge Zivilflugzeug Recycling Hochschulschrift Zivilflugzeug Recycling	th-wildau:ZO7202
Telematik Datenanbindung mit Apache Kafka an die AR-Anwendung Artagis - Differenzierte Betrachtung von Live- und Persistentdaten Apache Kafka Neo4j 2.0 Hochschulschrift Apache Kafka Neo4j 2.0	th-wildau:ST230
Wirtschaftsingenieurwesen Analyse der deutschen Recycling-Kultur; insbesondere ausgerichtet am Pfandsystem, zum Zweck einer möglichen Implementierung in Kolumbien Recycling Flaschenpfand Hochschulschrift Recycling Flaschenpfand	th-wildau:QP500
Wirtschaftsingenieurwesen Neugestaltung des Entgeltsystems bei OAO Osram am Standort Smolensk (Russland) Hochschulschrift	th-wildau:QP500
Betriebswirtschaft Auswirkungen der Rabattverträge nach §130a Abs. 8 SGB V auf die Teilnehmer des deutschen Arzneimittelmarktes Deutschland: Sozialgesetzbuch 5 Rabatt Arzneimittelmarkt Hochschulschrift Deutschland: Sozialgesetzbuch 5 Rabatt Arzneimittelmarkt	th-wildau:QP120
Wirtschaftsingenieurwesen Verbesserung der wirtschaftlichen Handelsbeziehungen zwischen Deutschland und Vietnam Wirtschaft Außenhandel Vietnam Hochschulschrift Wirtschaft Außenhandel Vietnam	th-wildau:QP500
Telematik Installation und Inbetriebnahme eines WiMAX-Funknetzwerkes im Rahmen des Projektes moBiläR Ländliche Entwicklung Ländlicher Raum Hochgeschwindigkeitsnetz Funkanlage Hochschulschrift Ländliche Entwicklung Ländlicher Raum Hochgeschwindigkeitsnetz Funkanlage	th-wildau:ST230
Biosystemtechnik / Bioinformatik Entwurf eines elektronischen Gaszählers zur Erfassung unregelmäßiger Gasentwicklung in Gäransätzen Anaerober Stoffwechsel Vergärung Mikrocontroller Gaszähler Hochschulschrift Anaerober Stoffwechsel Vergärung Mikrocontroller Gaszähler	th-wildau:WF9720
Maschinenbau Entwicklung eines Verfahrens zur Herstellung einer Gitarrenzarge mittels Mikrowellentechnologie Mikrowellentechnik Homogenität Hochschulschrift Mikrowellentechnik Homogenität	th-wildau:ZL3000
Wirtschaftsingenieurwesen Betrachtung der Wirtschaftlichkeit der Online-Prozessgüteüberwachung am Beispiel eines Kraftwerksblockes Energieversorgungsunternehmen Qualitätsmanagement Prozessüberwachung Computersimulation Hochschulschrift Energieversorgungsunternehmen Qualitätsmanagement Prozessüberwachung Computersimulation	th-wildau:QP500
Verwaltung / Recht Die Vorgaben des Hochschulrahmengesetzes für die Neugestaltung der dienstrechtlichen Verhältnisse an den Hochschulen und Universitäten Hochschulschrift	th-wildau:PN216
Luftfahrttechnik / Luftfahrtlogistik Entwicklungspotentiale von Ultraleichtflugzeugen unter Berücksichtigung ökologischer und ökonomischer Aspekte Ultraleichtflugzeug Hochschulschrift Ultraleichtflugzeug	th-wildau:ZO7202
Wirtschaft / Recht Arbeitnehmerüberlassung als Instrument zur Optimierung des Personaleinsatzes Personalpolitik Zeitarbeit Arbeitnehmerüberlassung Hochschulschrift Personalpolitik Zeitarbeit Arbeitnehmerüberlassung	th-wildau:PN216
Betriebswirtschaft Projektfinanzierung : eine besondere Form der Finanzierung von Innovationen Strukturanalyse Alternative Finanzierung Hochschulschrift Strukturanalyse Alternative Finanzierung	th-wildau:QP120
Wirtschaftsingenieurwesen Schaffung von Planungsgrundlagen für die Produktionsvorbereitung in der Firma HUCH GmbH Behälterbau unter Beachtung von Kostengesichtspunkten und wirtschaftlichen Losgrößen Produktionsvorbereitung Planung Hochschulschrift Produktionsvorbereitung Planung	th-wildau:QP500
Logistik Kombinierter Verkehr: Möglichkeiten und Perspektiven der Ergänzung des aktuellen Produktportfolios durch eine Sonderzugstrategie mit dem Ziel, qualifiziertes Wachstum zu generieren : Intermodal transports: capabilities and prospects for complementing the current product portfolio by extra trains with the aim of qualified growth Hochschulschrift	th-wildau:QP500
Wirtschaft / Recht Schikane am Arbeitsplatz : Entstehung und Entwicklung von Mobbing im 21. Jahrhundert Prävention Intervention Mobbing Arbeitsrecht Hochschulschrift Prävention Intervention Mobbing Arbeitsrecht	th-wildau:PN216
Maschinenbau Technische Untersuchung und wirtschaftliche Bewertung zur Feuerungsumstellung konventioneller Kesselanlagen auf eine Oxyfuel-Fahrweise Hochschulschrift	th-wildau:ZL3000
Wirtschaftsingenieurwesen Entwicklung eines internationalen Marketingkonzeptes für ein ausgewähltes Unternehmen im Bereich mobile Schalungssysteme und Baudienstleistungen Bauwirtschaft Internationales Marketing Betonfertigteilbauer Marktanalyse Polen Hochschulschrift Bauwirtschaft Internationales Marketing Betonfertigteilbauer Marktanalyse Polen	th-wildau:QP500
Logistik Erarbeitung und Vergleich verschiedener Bereitstellungskonzepte für Motore in einer Montage Hochschulschrift	th-wildau:QP500
Maschinenbau Entwicklung eines Verfahrens zur Herstellung von Hutprofilen aus kohlefaserverstärkten Kunststoffen und deren strukturmechanische Charakterisierung Hochschulschrift	th-wildau:ZL3000
Betriebswirtschaft Die Bedeutung von Diversifikation für langfristigen Unternehmenserfolg und die Auswirkungen auf Handel und Industrie am Beispiel der Krombacher Brauerei Krombacher Brauerei Diversifikation Biermarkt Hochschulschrift Diversifikation Krombacher Brauerei Biermarkt	th-wildau:QP120
Betriebswirtschaft Industrie 4.0 und die Chancen für die deutsche Wirtschaft Industrie 4.0 Wirtschaft Hochschulschrift Industrie 4.0 ca. Ende 20. Jahrhundert Wirtschaft	th-wildau:QP120
Wirtschaftsinformatik Datenqualitätsmanagement mit Unterstützung des DWH bei der Rocket Internet GmbH TSUITE Datenqualität Data-Warehouse-Konzept Dublette Hochschulschrift TSUITE Datenqualität Data-Warehouse-Konzept Dublette	th-wildau:QH500
Wirtschaft / Recht Die Pflichten und Haftungsrisiken des Arbeitgebers bei der Lohnpfändung Auskunftspflicht Hochschulschrift Auskunftspflicht	th-wildau:PN216
Betriebswirtschaft Planung und Installation einer Photovoltaik-Anlage der Firma HBV Concept Cottbus GmbH im Hinblick auf die Wirtschaftlichkeit Fotovoltaikanlage Wirtschaftlichkeit Erneuerbare Energien Hochschulschrift Fotovoltaikanlage Wirtschaftlichkeit Erneuerbare Energien	th-wildau:QP120
Betriebswirtschaft Der Kunde als Botschafter - Empfehlungsmarketing im Web 2.0 am Beispiel der Tourismusbranche Mund-zu-Mund-Werbung Tourismus World Wide Web 2.0 Social Media Hochschulschrift Mund-zu-Mund-Werbung Tourismus World Wide Web 2.0 Social Media	th-wildau:QP120
Betriebswirtschaft Wachsende Bedeutung der Cross-Selling-Quote in der Versicherungsbranche - Projekt zur Steigerung der Cross-Selling-Quote bei vorhandenem Kundenpotential Cross Selling Versicherungswirtschaft Hochschulschrift Cross Selling Versicherungswirtschaft	th-wildau:QP120
Verwaltung / Recht Wege zu einer modernen Verwaltung am Beispiel der Einführung von Zielvereinbarungen im Landeseinwohneramt Berlin Hochschulschrift	th-wildau:PN216
Wirtschaftsinformatik Chancen und Risiken der Monetarisierung des Cloud Computings : Entwicklung und Analyse eines Geschäftsmodells im Rahmen eines Businessplans Cloud Computing Monetarismus Geschäftsplan Hochschulschrift Cloud Computing Monetarismus Geschäftsplan	th-wildau:QH500
Betriebswirtschaft Die Einkommens- und Vermögensteilung in der Bundesrepublik Deutschland der 90-er Jahre im Vergleich zu den 70-er Jahren, damit zusammenhängende volkswirtschaftliche Probleme, die Einflussnahme des Staates und deren Auswirkung Volkswirtschaft Analyse Deutschland (Bundesrepublik) Hochschulschrift Deutschland 〈Bundesrepublik〉 Volkswirtschaft Analyse	th-wildau:QP120
Logistics / Supply Chain Management Analyse und Optimierung des Kommissionierpfades in einem Lager eines Online-Versandhauses Versandhaus Logistik Hochschulschrift Versandhaus Logistik	th-wildau:QP500
Wirtschaftsingenieurwesen Entwicklung von Maßnahmen zur Kostensenkung durch LEAN-Management-Methoden in der GmbH „Aquaphor“ Kostensenkung Lean Management Hochschulschrift Kostensenkung Lean Management	th-wildau:QP500
Luftfahrttechnik / Luftfahrtlogistik Konzepterstellung und Detailauslegung einer Instrumentenbrettbefestigung für das viersitzige Flugzeug Aquila A414 unter Berücksichtigung der Zulassungsvorschrift nach CS-23. Flugzeug Konzeption Hochschulschrift Flugzeug Konzeption	th-wildau:ZO7202
Betriebswirtschaft Entwicklung eines Konzeptes zur Erhöhung der Kundenzufriedenheit durch die Personalentwicklung der Mitarbeiter in der Abteilung Verkauf am Beispiel des Unternehmens IKEA Deutschland GmbH & Co. KG Personalentwicklung Verbraucherzufriedenheit Kundenorientierung Hochschulschrift Hochschulschrift Personalentwicklung Verbraucherzufriedenheit Kundenorientierung	th-wildau:QP120
Wirtschaftsingenieurwesen Integration der Montage von Prüfstandsaufbauten in den Anlaufprozess im Motorradwerk Berlin Anlaufmanagement Prüfstand Hochschulschrift Anlaufmanagement Prüfstand	th-wildau:QP500
Wirtschaftsingenieurwesen Marktstrategie für Anlagen zur Meerwasserentsalzung : Trinkwassergewinnung basierend auf Solarenergie Hochschulschrift	th-wildau:QP500
Öffentliche Verwaltung Digitalisierung der kommunalen Verwaltung - Konzepte für die Zukunft mit Blick auf die Notwendigkeit und den Nutzen Digitalisierung Gemeindeverwaltung Hochschulschrift Digitalisierung Gemeindeverwaltung	th-wildau:PN216
Europäisches Management Brand Marketing - eine Benchmarking-Analyse von zwei umsatzstarken Marken der deutschen Lebensmittelindustrie: Aldi Nord und Edeka Benchmark Analyse Hochschulschrift Benchmark Analyse	th-wildau:QP120
Wirtschaftsinformatik Konzept und Implementierung einer Data-Warehouse Anwendung mit webbasierter Bedienoberfläche zur Analyse des Nutzerverhaltens auf einer populären Internetplattform Internet Preisvergleich Hochschulschrift Internet Preisvergleich	th-wildau:QH500
Wirtschaftsingenieurwesen Digitalisierung der Erfassung von Fehlersammelkarten und Implementierung einer dynamischen Auswertung zur Reduzierung von Ausschuss und Nacharbeit in einer Bremsscheibenfertigung Digitalisierung Bremsscheibe Hochschulschrift Digitalisierung Bremsscheibe	th-wildau:QP500
Europäisches Management Untersuchungen zum Personalentwicklungsinstrument Coaching als Beitrag zum Unternehmenserfolg Personalentwicklung Coaching Hochschulschrift Personalentwicklung Coaching	th-wildau:QP120
Betriebswirtschaft Möglichkeiten der Optimierung der Auftragsabwicklung und -bearbeitung in einem produzierenden Unternehmen Kanban-System Lean Management Supply Chain Management Hochschulschrift Kanban-System Lean Management Supply Chain Management	th-wildau:QP120
Maschinenbau Eine umfassende Studie und Analyse von hochschmelzenden Metallen als Rohmaterialen für additive Fertigungsverfahren. European Symposium on Powder Metallurgy Hochschmelzendes Metall Hochschulschrift Hochschmelzendes Metall European Symposium on Powder Metallurgy	th-wildau:ZL3000
Betriebswirtschaft Interdependenz zwischen Strategie und Motivation : eine organisationstheoretische Betrachtung der wechselseitigen Abhängigkeiten von strategischer Unternehmensführung und Mitarbeitermotivation Organisationsgestaltung Führungseigenschaft Unternehmen Hochschulschrift Organisationsgestaltung Führungseigenschaft Unternehmen	th-wildau:QP120
Öffentliche Verwaltung Die Kreisumlage im Spannungsfeld zwischen Angemessenheit und Vertretbarkeit am Beispiel des Landkreises Havelland Kreisumlage Angemessenheit Hochschulschrift Kreisumlage Angemessenheit	th-wildau:PN216
Luftfahrttechnik / Luftfahrtlogistik Konzeptionierung einer Luftdatensonde für die Flugmessanlage MACS Luftfahrt Konzeption Hochschulschrift Luftfahrt Konzeption	th-wildau:ZO7202
Wirtschaft / Recht Outsourcing des Hausmeisterbereiches beim Landkreis Dahme-Spreewald am Beispiel des Oberstufenzentrums Dahme-Spreewald Hochschulschrift	th-wildau:PN216
Photonik Optisches Wellenlängenmultiplexverfahren zur Optimierung der Detektion eines LIBS-Systems Photonik Detektion Hochschulschrift Photonik Detektion	th-wildau:ZN6280
Wirtschaftsinformatik Konzipierung und Implementierung einer webbasierten Auftragsverwaltung im Bereich von Übersetzungsdienstleistungen Dienstleistungsbetrieb Übersetzungsbüro Auftragsverwaltung Dynamische Web-Seite Softwareentwicklung Hochschulschrift Dienstleistungsbetrieb Übersetzungsbüro Auftragsverwaltung Dynamische Web-Seite Softwareentwicklung	th-wildau:QH500
Wirtschaftsingenieurwesen Konzeptionierung und Konstruktion eines elektrisch verstellbaren Projektionssystems für die Außendarstellung am DCTC der TU Berlin Antriebssteuerung Flüssigkristallanzeige Hochschulschrift Antriebssteuerung Flüssigkristallanzeige	th-wildau:QP500
Betriebswirtschaft Mystery Shopping als Mittel des Qualitätsmanagements - Denkbar im Dienstleistungsbereich Krankenhaus Gesundheitswesen Hochschulschrift Gesundheitswesen	th-wildau:QP120
Maschinenbau Entwicklung eines Schnittstellenkonzeptes zwischen Inhouse-Logistik und dem Fabrik-Digital Mock Up (F-DMU) bei einem Automobilhersteller Software Anforderung Konzeption Hochschulschrift Software Anforderung Konzeption	th-wildau:ZL3000
Biosystemtechnik / Bioinformatik Messung von Deformations- und Schwingungszuständen an biologischen Proben Hochschulschrift	th-wildau:WF9720
Betriebswirtschaft Warum outsourcen Unternehmen? Welche wirtschaftlichen Rahmenbedingungen müssen geschaffen sein? Wie werden diese quantifizierbar dargestellt? Outsourcing Hochschulschrift Outsourcing	th-wildau:QP120
Wirtschaftsingenieurwesen Kundenzufriedenheitsanalyse als Marketing-Instrument in gesättigten Märkten, dargestellt an einer Untersuchung der Kundenzufriedenheit in der Weinfachhandelsbranche Hochschulschrift	th-wildau:QP500
Business Management Das Erfolgspotential der Retromarkenführung: Wenn Nostalgie zum Marketinginstrument wird Produktlebenszyklus Hochschulschrift Produktlebenszyklus	th-wildau:QP120
Luftfahrttechnik / Luftfahrtlogistik Grenzwertbetrachtung im Rahmen einer Noise, Vibration und Harshness (NVH) Untersuchung zur objektiven Erfassung von Kundenempfinden in einem Nutzfahrzeug Vibrationsanalyse Kraftwagen Hochschulschrift Vibrationsanalyse Kraftwagen	th-wildau:ZO7202
Logistik Erstellung eines Konzeptes für die Restrukturierung der Tischlereiwerkstatt im S-Bahn Werk Berlin-Schöneweide Flächennutzung Hochschulschrift Flächennutzung	th-wildau:QP500
Wirtschaftsingenieurwesen Wirtschaftlichkeitsbetrachtungen von dezentralen Kleinerzeugeranlagen in Niederspannungs-Ortsnetzen Energiewirtschaft Eigenerzeugungsanlage Erneuerbare Energien Wirtschaftlichkeitsrechnung Hochschulschrift Energiewirtschaft Eigenerzeugungsanlage Erneuerbare Energien Wirtschaftlichkeitsrechnung	th-wildau:QP500
"Logistik Beschreibung und Analyse der Aufbau- und Ablauforganisation im Bereich ""Gastransport"" des Erdgaslieferanten natGAS AG sowie Optimierungsmöglichkeiten des Arbeitsablaufs im Teilbereich des Lieferantenwechsels Hochschulschrift"	th-wildau:QP500
Photonik Entwicklung, Aufbau und Charakterisierung eines LED-basierten Justiermessplatzes für einen Hochtemperatur-Thermografiekamera-Prototypen mit einer Messwellenlänge von 0.5µm Thermografie Kamera Ulbrichtsche Kugel Justieren Hochschulschrift Thermografie Kamera Ulbrichtsche Kugel Justieren	th-wildau:ZN6280
Technical Management Analyse von Arbeitsabläufen im Spülprozess einer Großküche und Ableitung von Maßnahmen zur besseren Gestaltung der Arbeitssysteme Großküche Arbeitssystem Optimierung Hochschulschrift Großküche Arbeitssystem Optimierung	th-wildau:QP500
Europäisches Management Die Liberalisierung des Fernbusmarktes in Deutschland : eine Politikevaluation nach der Umsetzung 2013-14 Infrastruktur Wirtschaftspolitik Sozialpolitik Umweltpolitik Hochschulschrift Infrastruktur Wirtschaftspolitik Sozialpolitik Umweltpolitik	th-wildau:QP120
Wirtschaftsingenieurwesen Entwicklung von Empfehlungen zur Verbesserung des Systems des Personalmanagements für Balfour Beatty Rail GmbH Personalpolitik Personalabteilung Hochschulschrift Personalpolitik Personalabteilung	th-wildau:QP500
Europäisches Management Untersuchungen zum Retention Management aus der Perspektive von Millenials Management Hochschulschrift Management	th-wildau:QP120
Wirtschaftsingenieurwesen Entwicklung einer Datenbank mit Einbindung eines Kostenmodells zur Archivierung und Verwaltung von Hardware-Beständen - dargestellt am Beispiel der DKB Services GmbH Hardware Archivierung Verwaltung Datenbank Hochschulschrift Hardware Archivierung Verwaltung Datenbank	th-wildau:QP500
Logistik Feinplanung eines Kommissionierlagers in der Tauschmotorenproduktion des DaimlerChrysler Wek Berlin Kraftfahrzeugindustrie Lagerhaltung Kommissionierlager Hochschulschrift Kraftfahrzeugindustrie Lagerhaltung Kommissionierlager	th-wildau:QP500
Logistik Analyse und Bewertung der Distributionsrisiken von temperaturempfidlichen Arzneimitteln in internationalen Supply Chains Arzneimittel Supply Chain Management Hochschulschrift Arzneimittel Supply Chain Management	th-wildau:QP500
Biosystemtechnik / Bioinformatik Interaktion von Photosystem 1 mit modifizierten Elektroden Photosystem I Hochschulschrift Photosystem I	th-wildau:WF9720
"Wirtschaftsingenieurwesen Analyse und Optimierung unternehmensinterner Schnittstellen und Prozesse für die Auftragsabwicklung des Produktes ""Company Net"" Hochschulschrift"	th-wildau:QP500
Betriebswirtschaft Optimierung des Prozesses der operativen Absatzplanung unter Berücksichtigung der geltenden Budgetierung am Beispiel der Lautsprecher Teufel GmbH Marketing Prozessoptimierung EXCEL Hochschulschrift Marketing Prozessoptimierung EXCEL	th-wildau:QP120
Wirtschaft / Recht Kontrolle Allgemeiner Geschäftsbedingungen im deutschen und polnischen Recht unter Berücksichtigung der EG-Klauselrichtlinie Europäische Union: AGB-Richtlinie Allgemeine Geschäftsbedingungen Inhaltskontrolle Rechtsvergleich Hochschulschrift Allgemeine Geschäftsbedingungen Inhaltskontrolle Europäische Union: AGB-Richtlinie Rechtsvergleich	th-wildau:PN216
Verwaltung / Recht Dienstaufsichtsbeschwerden - formlos, fristlos, fruchtlos? : - Verfahrensanalyse im Umgang mit Dienstaufsichtsbeschwerden am Beispiel der Polizeidirektion Süd des Landes Brandenburg Petition Rechtsbehelf Hochschulschrift Petition Rechtsbehelf	th-wildau:PN216
Biosystemtechnik / Bioinformatik Konstruktion eines teilautomatisierten Tandem-Mikroreaktors zur Anreicherung von klonalen Expressionszellen und Gewinnung von Fusionsproteinen Mikroreaktor Konstruktion Rekombinantes Protein Gewinnung Hochschulschrift Mikroreaktor Konstruktion Rekombinantes Protein Gewinnung	th-wildau:WF9720
Photonik Entwicklung eines Messsystems zur Erfassung der Stärke von Fahrdrähten an Stangenstromabnehmern Hochschulschrift	th-wildau:ZN6280
Betriebswirtschaft Das Problem der Nachfolge in mittelständischen Unternehmen, insbesondere Familienunternehmen, und Möglichkeiten zu seiner Lösung - untersucht im Zeitraum von 1993-1998 im Land Berlin Klein- und Mittelbetrieb Familienbetrieb Nachfolge Hochschulschrift Klein- und Mittelbetrieb Familienbetrieb Nachfolge	th-wildau:QP120
Betriebswirtschaft Social Network als spezifischer Kommunikationsansatz - Analyse von Internet-Communities und Entwicklung von Empfehlungen zu deren verbesserten Verwertung für das Marketing Hochschulschrift	th-wildau:QP120
Betriebswirtschaft Untersuchung notwendiger Maßnahmen zur Implementierung automobiler Elektromobilität durch Carsharing Elektromobilität Carsharing Marktentwicklung Hochschulschrift Elektromobilität Carsharing Marktentwicklung	th-wildau:QP120
Maschinenbau Untersuchung des Robotereinsatzes beim Ausschweißen von Kesselböden Hochschulschrift	th-wildau:ZL3000
Biosystemtechnik / Bioinformatik Miniaturisierung eines Bioreaktors als Mikroperfusionssystem Hochschulschrift	th-wildau:WF9720
Wirtschaftsingenieurwesen Erarbeitung einer konzeptionellen Lösung zur Optimierung und Visualisierung der Taktauslastung anhand von Fahrzeugausstattung und Fertigungszeiten in der Endmontage eines Nutzfahrzeugherstellers Taktzeit Überschreitung Minimierung Hochschulschrift Taktzeit Überschreitung Minimierung	th-wildau:QP500
Telematik Ermittlung und Bewertung des Kundennutzens von Echtzeitverkehrsinformationen für Navigationsgeräte in innerstädtischen Straßenverkehr am Beispiel der VMZ Berlin Hochschulschrift	th-wildau:ST230
Betriebswirtschaft Auf dem Weg zum gläsernen Kunden? : Datenschutzprobleme im Zeitalter von Customer Relationship Kundenmanagement Datenschutz Hochschulschrift Kundenmanagement Datenschutz	th-wildau:QP120
Wirtschaftsinformatik Entwicklung von Sicherheitsmaßnahmen für eine Linux-basierte Telekommunikationsanlage zum Schutz gegen Fremdzugriffe und Datenverlust Telekommunikationsanlage LINUX Datenschutz Datensicherung Hochschulschrift Telekommunikationsanlage LINUX Datenschutz Datensicherung	th-wildau:QH500
Wirtschaftsingenieurwesen Entwicklung eines Kennzahlensystems für den Bereich Qualitätsmanagement Kaufteile Mercedes-Benz VANS für die Prozesse Reklamation und Prävention an den Standorten Düsseldorf und Ludwigsfelde Kennzahlensystem Reklamation Prävention Hochschulschrift Kennzahlensystem Reklamation Prävention	th-wildau:QP500
Betriebswirtschaft Coaching in der Führungskräfteentwicklung in ausgewählten Unternehmen Führungskräfteentwicklung Coaching Hochschulschrift Führungskräfteentwicklung Coaching	th-wildau:QP120
Telematik Entwicklung eines stereoskopischen Kamerasystems mit strukturierter Beleuchtung zur Echtzeiterfassung von 3D-Szenen Dreidimensionale Bildverarbeitung Hochschulschrift Dreidimensionale Bildverarbeitung	th-wildau:ST230
Betriebswirtschaft Zeitarbeit in Deutschland : Ursachen und Folgen Deutschland: Arbeitnehmerüberlassungsgesetz Arbeitnehmerüberlassung Deutschland Niederlande Hochschulschrift Arbeitnehmerüberlassung Deutschland: Arbeitnehmerüberlassungsgesetz 1972 Deutschland Niederlande	th-wildau:QP120
Automatisierungstechnik Entwurf und Implementierung einer Datenbankstruktur zum Erfassen und Visualisieren relevanter Daten einer Produktionsanlage Kommunikation Datenbanksystem Hochschulschrift Kommunikation Datenbanksystem	th-wildau:ZL6200
Logistik Analyse der Auswirkungen der Wahl des Palettentyps und der Packhöhe auf die Auslastung von LKWs Lastkraftwagen Logistik Hochschulschrift Lastkraftwagen Logistik	th-wildau:QP500
Automatisierungstechnik Entwicklung eines mehrkanaligen drahtlosen Temperaturmessgerätes zur Verwendung innerhalb von Vakuumlötmaschinen und Sinterpressen Temperaturmessung Sinterpresse Hochschulschrift Temperaturmessung Sinterpresse	th-wildau:ZL6200
Physikalische Technik Untersuchung der Kondensationsleistung von Wasser an laserstrukturierten Oberflächen Kondensation Randwinkel Lipophiles Verhalten Mikromechanik Hochschulschrift Kondensation Randwinkel Lipophiles Verhalten Mikromechanik	th-wildau:ZL3000
Logistik Bewertung der Einsatzfelder und Zukunftsperspektiven der RFID-Technologie in der Kontraktlogistik bei einem Logistikdienstleister im Material- und Informationsfluss am Beispiel der DACHSER-Gruppe Logistikunternehmen RFID Automatische Identifikation Kontraktlogistik Hochschulschrift Logistikunternehmen RFID Automatische Identifikation Kontraktlogistik	th-wildau:QP500
Wirtschaft / Recht Die CO2-Steuer im europäischen Kontext: Ökonomische und rechtliche Auswirkungen am Beispiel von Deutschland, Schweden und Frankreich Kohlendioxid Steuer Auswirkung Hochschulschrift Kohlendioxid Steuer Auswirkung	th-wildau:PN216
Logistik Definition einer kostenorientierten Zielfunktion zur Optimierung der Frachttransporteinsätze am Flughafen Frankfurt Luftfrachtmarkt Flughafenbetrieb Mehrdepotproblem Operations Research Hochschulschrift Luftfrachtmarkt Flughafenbetrieb Mehrdepotproblem Operations Research	th-wildau:QP500
Wirtschaft / Recht Vertragsgestaltung zur Grundstücksüberlassung für die Landwirtschaft nach dem Agroforst-System Vertrag Grundstücksübertragung Landwirtschaft Hochschulschrift Vertrag Grundstücksübertragung Landwirtschaft	th-wildau:PN216
Business Management Fachkräftemangel der Brandenburger Bauwirtschaft : Ursachen, Ausmaß und Handlungsstrategien anhand einer Fallstudie Arbeitsmarkt Bauwirtschaft Hochschulschrift Arbeitsmarkt Bauwirtschaft	th-wildau:QP120
Wirtschaft / Recht Unterteilung und Verbindung von Eigentumswohnungen Wohnungseigentum Unterteilung Hochschulschrift Wohnungseigentum Unterteilung	th-wildau:PN216
Verfahrenstechnik Untersuchung des Einflusses von Verfahrensparametern auf die Trennung von Kunststoffgemischen in einer Schweb-Sink-Anlage Polymergemisch Trennung Hochschulschrift Polymergemisch Trennung	th-wildau:ZL3000
Betriebswirtschaft Ausarbeitung einer Empfehlung für Jahresarbeitszeit in Zusammenarbeit mit einer Sand- und Kiesgruben GmbH Jahresarbeitszeit Empfehlung Hochschulschrift Jahresarbeitszeit Empfehlung	th-wildau:QP120
Betriebswirtschaft Aspekte des Bereichscontrolling bei einem Möbelhandelsunternehmen Möbelhandel Controlling Hochschulschrift Möbelhandel Controlling	th-wildau:QP120
Telematik Konzepterstellung für die Implementierung von aktuellen Verkehrslagedaten der VMZ Berlin in das Distributionssystem Truck24 Hochschulschrift	th-wildau:ST230
Logistik Nutzen von Big Data Analysetools für kleine und mittelständische Unternehmen der Logistik Big Data Logistik Mittelstand Hochschulschrift Big Data Logistik Mittelstand	th-wildau:QP500
Business Management Strategische Entwicklung von Kernkompetenzen in kleinen und mittelständischen Unternehmen am Beispiel der digitalen Archivierung Klein- und Mittelbetrieb Digitalisierung Unternehmensplanung Hochschulschrift Klein- und Mittelbetrieb Digitalisierung Unternehmensplanung	th-wildau:QP120
Wirtschaftsingenieurwesen Die Prognostizierung der Nachfrage auf die Maschinenbauproduktion des Unternehmens und die Segmentation des Marktes Maschinenbau Nachfrage Prognose Produktion Hochschulschrift Maschinenbau Nachfrage Prognose Produktion	th-wildau:QP500
Wirtschaft / Recht Gesellschaftliche Verantwortung von Unternehmen beim Klima- und Umweltschutz: Ein Blick auf internationale Handlungsrichtlinien Umweltschutz Verantwortung Unternehmen Hochschulschrift Umweltschutz Verantwortung Unternehmen	th-wildau:PN216
Wirtschaft / Recht Der Werkvertrag als Mittel zur Umgehung zwingender Arbeitnehmerschutzrechte Werkvertrag Arbeitnehmerschutz Hochschulschrift Werkvertrag Arbeitnehmerschutz	th-wildau:PN216
"Telematik Konzepterstellung zur Optimierung des IT-Betriebes der ""Königliche Porzellan-Manufaktur Berlin"" mit Hilfe von Virtualisierungslösungen Architektur (Informatik) Infrastruktur Virtualisierung Projektmanagement Hochschulschrift Architektur 〈Informatik〉 Infrastruktur Virtualisierung Projektmanagement"	th-wildau:ST230
